,栏目,标题,作者,链接
2022-05-08,肺癌,与晚期肺癌十年的拉锯战，她得出了3点忠告,郭旭峰,https://www.haodf.com/neirong/wenzhang/9388775945.html
2022-05-08,乳腺癌,乳腺根治术后并发症,高全伟,https://www.haodf.com/neirong/wenzhang/9388775866.html
2022-05-08,肺癌,延长随访影响磨玻璃肺癌预后吗？一项真实世界大数据：2cm的混和...,戴纪刚,https://www.haodf.com/neirong/wenzhang/9388775841.html
2022-05-08,肺癌,亚实性肺结节术前CTR评估术后早期肺腺癌的复发概率,王永忠,https://www.haodf.com/neirong/wenzhang/9388775121.html
2022-05-08,肺癌,怀疑早期肺癌，是否需要术前穿刺活检确诊？,王永忠,https://www.haodf.com/neirong/wenzhang/9388775119.html
2022-05-08,肺癌,肺原位癌是不是癌再思考,王永忠,https://www.haodf.com/neirong/wenzhang/9388775107.html
2022-05-07,肺癌,刘懿博士说肺癌（三八一九）国内现在有几种免疫药？都治疗肺癌...,刘懿,https://www.haodf.com/neirong/wenzhang/9388774169.html
2022-05-07,肺癌,肿瘤患者长生存不再是奢望,张洁霞,https://www.haodf.com/neirong/wenzhang/9388773997.html
2022-05-07,腰椎间盘突出,黑间盘是不是意味着腰椎间盘突出了?,廖博,https://www.haodf.com/neirong/wenzhang/9388773786.html
2022-05-07,肺癌,MET基因扩增导致耐药不用愁，赛沃替尼了解一下,张洁霞,https://www.haodf.com/neirong/wenzhang/9388773762.html
2022-05-07,肺癌,肺癌术后，如何复查？一文教你全搞定！,张洁霞,https://www.haodf.com/neirong/wenzhang/9388773705.html
2022-05-07,肺癌,不是所有的阴影都是癌,张洁霞,https://www.haodf.com/neirong/wenzhang/9388773696.html
2022-05-07,肺癌,刘懿博士说肺癌（三八一六）吸烟做体检，想了解费用以拍CT事宜...,刘懿,https://www.haodf.com/neirong/wenzhang/9388773578.html
2022-05-07,肺癌,服用靶向药的几点注意事项,郭旭峰,https://www.haodf.com/neirong/wenzhang/9388773571.html
2022-05-06,乳腺癌,乳腺癌患者早期手术后能活多久,赵华栋,https://www.haodf.com/neirong/wenzhang/9388772729.html
2022-05-06,肺癌,ESMO 2021 | OS达30.2个月！阿美替尼APOLLO研究再创佳绩，助力...,张洁霞,https://www.haodf.com/neirong/wenzhang/9388772273.html
2022-05-06,肺癌,刘懿博士说肺癌（三八一三）坐车侧翻发现左肺结节，肺癌可能性...,刘懿,https://www.haodf.com/neirong/wenzhang/9388772223.html
2022-05-06,腰椎间盘突出,腰椎间盘突出症的微创治疗——内镜手术,石长贵,https://www.haodf.com/neirong/wenzhang/9388772215.html
2022-05-06,肺癌,肺癌微创手术——术前术后应该吃什么呢？,陈京宇,https://www.haodf.com/neirong/wenzhang/9388772167.html
2022-05-06,高血压,不吃降压药的错误认识，原来以为吃了就一辈子都要吃药了,陈彦,https://www.haodf.com/neirong/wenzhang/9388772075.html
2022-05-06,肝癌,国家卫建委《原发性肝癌诊疗指南2022版》发布,李涛,https://www.haodf.com/neirong/wenzhang/9388771907.html
2022-05-06,肺癌,JCOG0802解读---重要的转变---基于术前ct来决定手术方式,叶波,https://www.haodf.com/neirong/wenzhang/9388771782.html
2022-05-06,肺癌,晚期肺癌综合治疗病例分享,楚瑞阁,https://www.haodf.com/neirong/wenzhang/9388771620.html
2022-05-05,肺癌,早期肺癌术后辅助治疗的更新观点 - ASCO指南的快速更新,丁建勇,https://www.haodf.com/neirong/wenzhang/9388771323.html
2022-05-05,乳腺癌,乳腺癌内分泌治疗中，乳腺增生为什么还疼？,孙建,https://www.haodf.com/neirong/wenzhang/9388771212.html
2022-05-05,乳腺癌,您知道乳腺癌也有自己的”哨兵”吗？,李杰宝,https://www.haodf.com/neirong/wenzhang/9388771162.html
2022-05-05,乳腺癌,三阴性的乳腺癌可以治愈吗,赵华栋,https://www.haodf.com/neirong/wenzhang/9388771021.html
2022-05-05,肺癌,"家里有人得肺癌, 那你也要小心一点",郭旭峰,https://www.haodf.com/neirong/wenzhang/9388770951.html
2022-05-05,肺癌,刘懿博士说肺癌（三八一〇）磨玻璃结节切下来是肺癌，该幸运还...,刘懿,https://www.haodf.com/neirong/wenzhang/9388770842.html
2022-05-05,肝癌,肝部有肿瘤就是癌症吗,王北,https://www.haodf.com/neirong/wenzhang/9388770643.html
2022-05-05,肺癌,刘懿博士说肺癌（三八〇八）肺结节手术后晚拆几天线没问题吧？...,刘懿,https://www.haodf.com/neirong/wenzhang/9388770628.html
2022-05-05,肺癌,刘懿博士说肺癌（三八〇七）肺癌基因检测有些突变，药正在路上...,刘懿,https://www.haodf.com/neirong/wenzhang/9388770597.html
2022-05-05,腰椎间盘突出,【医学科普】报告都说椎间盘突出了，为什么医生还说没问题？,江晓兵,https://www.haodf.com/neirong/wenzhang/9388770486.html
2022-05-04,乳腺增生,乳腺增生真不是病？,赵建国,https://www.haodf.com/neirong/wenzhang/9388769875.html
2022-05-04,肺癌,并非所有肺癌患者手术后都需要做基因检测，哪些肺癌病人需要做...,胡洋,https://www.haodf.com/neirong/wenzhang/9388769847.html
2022-05-04,乳腺癌,2022 CSCO BC｜刘强教授：用精准治疗卸下TNBC患者的悬顶之剑,刘强,https://www.haodf.com/neirong/wenzhang/9388759586.html
2022-05-04,乳腺癌,CSCO BC专访 | 刘强教授：从亡羊补牢到未雨绸缪——三阴性乳腺...,刘强,https://www.haodf.com/neirong/wenzhang/9388759563.html
2022-05-04,高血压,夜间血压增高有哪些原因？,贾钰华,https://www.haodf.com/neirong/wenzhang/9388759514.html
2022-05-04,肺癌,刘懿博士说肺癌（三八〇五）肺结节用达芬奇机器人做手术回来抱...,刘懿,https://www.haodf.com/neirong/wenzhang/9388759503.html
2022-05-04,肺癌,刘懿博士说肺癌（三八〇四）肺癌骨转移心跳加速，想分析下原因...,刘懿,https://www.haodf.com/neirong/wenzhang/9388759448.html
2022-05-04,肺癌,刘懿博士说肺癌（三八〇三）肺癌脑、骨和肺内转移两年，目前还...,刘懿,https://www.haodf.com/neirong/wenzhang/9388759426.html
2022-05-04,肺癌,刘懿博士说肺癌（三八〇二）右下肺楔切是良性的，术后半年要复...,刘懿,https://www.haodf.com/neirong/wenzhang/9388759412.html
2022-05-04,肺癌,剑突下单孔肺切除手术的独特优势,逄旭光,https://www.haodf.com/neirong/wenzhang/9388759411.html
2022-05-04,肺癌,刘懿博士说肺癌（三八〇一）肺癌开靶向药，家属能替患者本人来...,刘懿,https://www.haodf.com/neirong/wenzhang/9388759395.html
2022-05-04,甲状腺癌,恶性肿瘤患者膳食指导,邱文龙,https://www.haodf.com/neirong/wenzhang/9388759045.html
2022-05-04,肺癌,简述中央型肺癌特点及影像表现,周晓,https://www.haodf.com/neirong/wenzhang/9388758935.html
2022-05-03,脂肪肝,【科普】脂肪肝一定会发展成肝癌吗？,陆朝阳,https://www.haodf.com/neirong/wenzhang/9388758624.html
2022-05-03,肺癌,肺癌后身体上能摸到包块吗？没咳嗽等症状是否就不是肺癌？咯血...,王晟广,https://www.haodf.com/neirong/wenzhang/9388758408.html
2022-05-03,高血压,高血压患者可以吃肉吗？,王树芳,https://www.haodf.com/neirong/wenzhang/9388758338.html
2022-05-03,肺癌,肺癌患者为什么要花那么多钱做基因检测？,熊安稳,https://m.haodf.com/neirong/shipin/9388758333.html
2022-05-03,甲状腺瘤,第5版WHO甲状腺肿瘤分类重磅出炉，病理特征和分子分型成为分类...,费健,https://www.haodf.com/neirong/wenzhang/9388758321.html
2022-05-03,肺癌,刘懿博士说肺癌（三八〇〇）我文章中的三七八六等序号是什么意...,刘懿,https://www.haodf.com/neirong/wenzhang/9388758198.html
2022-05-03,肺癌,刘懿博士说肺癌（三七九六）肺癌病理切片我会看么？拿来给我看...,刘懿,https://www.haodf.com/neirong/wenzhang/9388758040.html
2022-05-02,子宫肌瘤,子宫肌瘤备孕需要手术吗？,林嘉盈,https://www.haodf.com/neirong/wenzhang/9388756740.html
2022-05-02,胃癌,毁掉一个胃需要多久？从胃炎到胃癌只需4步！,费健,https://www.haodf.com/neirong/wenzhang/9388756584.html
2022-05-02,肺癌,刘懿博士说肺癌（三七九二）肿瘤性病变不除外的肺磨玻璃结节都...,刘懿,https://www.haodf.com/neirong/wenzhang/9388756242.html
2022-05-02,腰椎间盘突出,得了腰椎间盘突出症，该如何科学的治疗？,史强,https://www.haodf.com/neirong/wenzhang/9388755870.html
2022-05-01,肺癌,吸烟让肺癌发生危险性增大几倍？,傅钢泽,https://www.haodf.com/neirong/wenzhang/9388755855.html
2022-05-01,甲亢,甲亢病友如何选择甲亢治疗方法？,任卫东,https://www.haodf.com/neirong/wenzhang/9388755718.html
2022-05-01,胃癌,早期胃癌的症状,徐飞,https://m.haodf.com/neirong/shipin/9388754908.html
2022-05-01,肺癌,刘懿博士说肺癌（三七九〇）肺结节当地考虑炎症，切下来是两处...,刘懿,https://www.haodf.com/neirong/wenzhang/9388754882.html
2022-05-01,肺癌,刘懿博士说肺癌（三七八九）肺占位穿刺取病理门诊能做么？需要...,刘懿,https://www.haodf.com/neirong/wenzhang/9388754809.html
2022-05-01,腰椎间盘突出,不做检查如何判断腰椎间盘突出 是否出现加重？,廖博,https://www.haodf.com/neirong/wenzhang/9388754727.html
2022-05-01,肺癌,刘懿博士说肺癌（三七八六）肺癌家属不能主事，还得和其他家属...,刘懿,https://www.haodf.com/neirong/wenzhang/9388754720.html
2022-05-01,甲亢,治甲亢，别忽视这十个细节问题,费健,https://www.haodf.com/neirong/wenzhang/9388754623.html
2022-04-30,腰椎间盘突出,腰椎篇-腰椎间盘突出症的自我评测-直腿抬高试验,王辉,https://www.haodf.com/neirong/wenzhang/9388754451.html
2022-04-30,肺癌,肺癌最致命的转移：脑膜转移，大幅度的缩短寿命，如何治疗预防...,胡洋,https://www.haodf.com/neirong/wenzhang/9388754332.html
2022-04-30,胃癌,咸菜、腊肉不能吃？会致癌？,费健,https://www.haodf.com/neirong/wenzhang/9388753574.html
2022-04-30,肺癌,诊断篇：肺癌的TNM是什么意思？身体出了哪些征兆就应该重点排查...,王晟广,https://www.haodf.com/neirong/wenzhang/9388753479.html
2022-04-30,肺癌,肺癌早期还要化疗吗？,张鹏,https://www.haodf.com/neirong/wenzhang/9388753255.html
2022-04-30,肺癌,刘懿博士说肺癌（三七八三）肺癌化疗吃地塞米松片，还吃别的药...,刘懿,https://www.haodf.com/neirong/wenzhang/9388753253.html
2022-04-30,肺癌,刘懿博士说肺癌（三七八二）肺结节下周一门诊谈手术，还用挂号...,刘懿,https://www.haodf.com/neirong/wenzhang/9388753236.html
2022-04-30,肺部结节,戴纪刚团队首次通过克隆进化分析揭示：多发磨玻璃结节存在转移...,戴纪刚,https://www.haodf.com/neirong/wenzhang/9388753147.html
2022-04-29,腰椎间盘突出,三个动作自测腰椎好不好,李政,https://www.haodf.com/neirong/wenzhang/9388753002.html
2022-04-29,乳腺癌,乳腺癌患者在康复期的饮食与运动原则,赵华栋,https://www.haodf.com/neirong/wenzhang/9388752656.html
2022-04-29,腰椎间盘突出,腰椎间盘突出症：“髓核与神经”的恩怨故事,石长贵,https://www.haodf.com/neirong/wenzhang/9388752585.html
2022-04-29,骨折,这些习惯很伤老人身体却没人注意，快转发提个醒！,安帅,https://www.haodf.com/neirong/wenzhang/9388752410.html
2022-04-29,腰椎间盘突出,关于腰椎间盘突出症的三大谣言，你中招了吗？,廖博,https://www.haodf.com/neirong/wenzhang/9388752401.html
2022-04-29,腰椎间盘突出,腰椎间盘突出症出现腿痛、腿麻、腿无力，吃甲钴胺能缓解吗？,李维新,https://www.haodf.com/neirong/wenzhang/9388752334.html
2022-04-29,腰椎间盘突出,陈年老腰：天啊！毽子舞！别把我跳突了~,李文华,https://www.haodf.com/neirong/wenzhang/9388752219.html
2022-04-29,肺癌,刘懿博士说肺癌（三七七七）肺癌化疗和单独免疫治疗比，哪个更...,刘懿,https://www.haodf.com/neirong/wenzhang/9388752110.html
2022-04-29,肾上腺肿瘤,带您一起去探“泌”——高血压到底有多卷？,杜鹏,https://www.haodf.com/neirong/wenzhang/9388752072.html
2022-04-29,高血压,为什么冬天血压比夏天高？夏天降压药可减量吗？,陈彦,https://www.haodf.com/neirong/wenzhang/9388751995.html
2022-04-29,腰椎间盘突出,微创脊柱内镜（椎间孔镜）出院指导,刘少强,https://www.haodf.com/neirong/wenzhang/9388751929.html
2022-04-28,冠心病,他汀类用药物治疗什么病？需服用多长时间？,贾钰华,https://www.haodf.com/neirong/wenzhang/9388751547.html
2022-04-28,肺癌,什么样的咳嗽要重视？间断咳嗽一年，62岁老人确诊肺癌,钟代星,https://www.haodf.com/neirong/wenzhang/9388751211.html
2022-04-28,肺癌,肺癌淋巴结的转移规律及其治疗！,周晓,https://www.haodf.com/neirong/wenzhang/9388751120.html
2022-04-28,乳腺癌,年轻乳腺癌保乳根治术治愈5年后成功产女,林旭丰,https://www.haodf.com/neirong/wenzhang/9388751029.html
2022-04-28,肺癌,早期肺癌手术以后的ctDNA-MRD检测，价值到底在哪里？（转自中山...,郭旭峰,https://www.haodf.com/neirong/wenzhang/9388750917.html
2022-04-28,子宫肌瘤,子宫肌瘤怎么治？,敬怀波,https://www.haodf.com/neirong/wenzhang/9388750745.html
2022-04-28,腰椎间盘突出,腰椎间盘突出症患者腰腿痛剧烈，但是片子显示很轻，该怎么办？...,王作伟,https://www.haodf.com/neirong/wenzhang/9388750613.html
2022-04-27,肺癌,更多IB-IIIA期肺癌患者可以治愈了,鲍慧铮,https://www.haodf.com/neirong/wenzhang/9388749881.html
2022-04-27,乳腺癌,乳腺癌患者出院后不可大意，做好这些事情是关键,赵华栋,https://www.haodf.com/neirong/wenzhang/9388749852.html
2022-04-27,肺癌,肺部毛玻璃结节（肺癌）会遗传吗？,陈乾坤,https://www.haodf.com/neirong/wenzhang/9388749756.html
2022-04-27,肺癌,肺癌的治疗手段有哪些？,徐清华,https://www.haodf.com/neirong/wenzhang/9388749281.html
2022-04-26,胃癌,全胃切除后，没有胃，怎么办？,廖梓群,https://www.haodf.com/neirong/wenzhang/9388749041.html
2022-04-26,肝癌,中国肝癌的分期方案（CNLC）,何义富,https://www.haodf.com/neirong/wenzhang/9388749023.html
2022-04-26,肺癌,人工智能（AI）慧眼识肺癌,廖永德,https://www.haodf.com/neirong/wenzhang/9388748901.html
2022-04-26,肺癌,刘懿博士说肺癌（三七六五）当地医院总误诊，怀疑肺癌加号找我...,刘懿,https://www.haodf.com/neirong/wenzhang/9388748878.html
2022-04-26,肺癌,肺癌被治好的可能性大吗？肺癌的高危人群有哪些？通过哪些普查...,王晟广,https://www.haodf.com/neirong/wenzhang/9388748614.html
2022-04-26,肺癌,肺癌术后为什么会出现咳嗽？,陈乾坤,https://www.haodf.com/neirong/wenzhang/9388748488.html
2022-04-26,乳腺癌,乳腺癌患者也需要心理呵护,史欣鹃,https://www.haodf.com/neirong/wenzhang/9388748009.html
2022-04-26,乳腺癌,乳腺癌手术切除后会彻底根治吗？,赵华栋,https://www.haodf.com/neirong/wenzhang/9388747957.html
2022-04-26,乳腺癌,乳腺癌如何学科预防,赵华栋,https://www.haodf.com/neirong/wenzhang/9388747948.html
2022-04-26,乳腺癌,艾立布林使用注意事项（新）,夏雯,https://www.haodf.com/neirong/wenzhang/9388747924.html
2022-04-25,肺癌,咳嗽也有可能是肺癌？这几种咳嗽可能与肺癌有关！,张临友,https://www.haodf.com/neirong/wenzhang/9388747765.html
2022-04-25,乳腺癌,晚期乳腺癌该如何治疗？哪些患者适合做靶向治疗,张颖,https://www.haodf.com/neirong/wenzhang/9388747581.html
2022-04-25,冠心病,冠心病做过支架后如何做好防护？,郭忠玉,https://www.haodf.com/neirong/wenzhang/9388747528.html
2022-04-25,肺癌,刘懿博士说肺癌（三七五九）肺癌同步放化疗后没有消失，是效果...,刘懿,https://www.haodf.com/neirong/wenzhang/9388746835.html
2022-04-25,肝癌,免疫治疗之前要复查些什么？,王妍,https://www.haodf.com/neirong/wenzhang/9388746686.html
2022-04-25,腰椎间盘突出,勤快“恨活”会导致腰椎间盘突出？,姜亮,https://m.haodf.com/neirong/shipin/9388746622.html
2022-04-24,乳腺癌,乳腺癌患者如何挑选护肤品？五大要点等你收藏！,殷咏梅,https://www.haodf.com/neirong/wenzhang/9388746359.html
