人物,出现次数
可逆,108
张军,108
医者,108
较长,107
面部,107
打算,107
哪怕,107
活跃,107
哪里,107
早治,107
服务,107
对抗,107
低热,107
改善生活,107
一期,107
韩宝惠,107
装修,107
出诊,107
4%,106
独特,106
不必要,106
TBNA,106
确保,106
流食,106
上叶,106
绝大部分,106
吃药,106
物理,106
各类,106
碱性,106
父母,106
切片,106
状指,106
叶酸,106
回来,106
江苏省,106
软膏,106
核磁共振,106
X光,106
真实,105
用力,105
空泡,105
传播,105
烯醇,105
IIB,105
拆线,105
材料,105
参照,105
新增,105
两周,105
替康,105
主张,105
逐年,105
体温,105
内皮,105
度伐利,104
耐药性,104
细节,104
事实,104
代替,104
衰竭,104
切下来,104
回到,104
化酶,104
头颈部,104
2.5,104
红细胞,104
血液循环,104
背景,104
益处,104
致病,104
油炸,104
通俗,104
骨关节,104
口罩,104
N3,103
中带,103
判定,103
血行,103
左下,103
COPD,103
在术,103
决策,103
组织细胞,103
金属,103
血症,103
单侧,103
拥有,103
圣灵,103
IASLC,103
测定,103
瑞滨,103
初期,103
呈现,102
得出,102
亲人,102
远远,102
没事,102
外界,102
成人,102
继发,102
数目,102
短期,102
分享,102
积累,102
想法,102
三维,102
相互,102
仿制,102
陈振光,102
穿刺针,102
混合型,101
变性,101
空腹,101
皮下,101
大姐,101
气喘,101
花费,101
冠心病,101
2006,101
辨证,101
转氨酶,101
破裂,100
运用,100
错过,100
肢体,100
说明书,100
自我,100
2005,100
系列,100
可控,100
延误,100
居民,100
时会,100
保存,100
加用,100
会议,100
不太,100
假性,100
最长,99
或许,99
看出,99
道理,99
明显提高,99
恰当,99
过量,99
专科,99
山东,99
医患,99
口腔溃疡,99
结果表明,99
切断,99
替尼组,99
机能,99
重症,98
协助,98
明显改善,98
第二次,98
天然,98
6mm,98
to,98
深圳,98
保障,98
ECT,98
下图,98
CYP3A4,98
赠药,98
排查,98
范畴,98
清洁,98
PM2.5,98
少于,98
仁心,98
PSC,97
单克隆,97
看过,97
分叶,97
化学治疗,97
CAR,97
力量,97
数字,97
进行性,97
床上,97
对待,97
SD,97
协同,97
伽玛刀,97
肝硬化,97
TTF,97
晚上,96
空间,96
不论,96
那种,96
层面,96
拿到,96
随诊,96
常见于,96
残存,96
谈谈,96
不利,96
取代,95
初诊,95
扩展,95
2004,95
荧光,95
憋气,95
极其,95
红色,95
医护人员,95
以期,95
癌种,95
而已,95
体表,95
浅表,95
纠结,95
放在,95
骨质,95
感谢,95
开刀,95
医学科,95
购买,95
均匀,95
侵入,95
T2,95
母细胞,94
依赖,94
未必,94
覆盖,94
2008,94
有害物质,94
体育锻炼,94
SCI,94
500,94
免疫抑制,94
时到,94
楼三楼,94
导航,93
性格,93
十年,93
熬夜,93
IL,93
少部分,93
止痛药,93
重建,93
腹痛,93
缺点,93
一张,93
按时,93
下次,93
链接,93
床位,93
突变型,93
手术过程,93
VS,93
旨在,92
三分之一,92
丧失,92
插管,92
阅读,92
人会,92
下去,92
短期内,92
安徽医科大学,92
启动,92
毫升,92
吞咽困难,92
CYFRA21,92
神经系统,92
地塞米松,92
除此之外,92
优化,92
通风,92
老太太,92
二等奖,92
原癌基因,91
认可,91
基因组,91
一名,91
意外,91
性别,91
NMPA,91
敏感度,91
胸内,91
排痰,91
Ki67,91
抵抗力,91
首都医科大学,91
流行病学,90
诸多,90
统一,90
近几年,90
现代医学,90
头部,90
来到,90
某个,90
计算,90
CheckMate,90
刚刚,90
两侧,90
肋间,90
妈妈,90
华中科技大学,90
易消化,90
FDG,90
野生型,90
转变,89
必然,89
未能,89
心功能,89
心脏病,89
血脑屏障,89
态度,89
难题,89
血流,89
中枢神经,89
王永忠,89
烹饪,89
一条,89
腺体,89
感受,89
突出,89
相结合,89
环境污染,89
导管,89
手足,89
消退,89
烟民,89
生产,89
qd,89
减小,88
由此,88
经治,88
鉴于,88
时应,88
长得,88
分子生物学,88
困扰,88
性肺炎,88
检查和,88
一例,88
氨基酸,88
辣椒,88
中国医科大学,88
开发,88
凹陷,88
7cm,88
近年,87
体位,87
重要性,87
享受,87
追求,87
值得注意,87
神经元,87
中等,87
瘦肉,87
前者,87
之中,87
短时间,87
传导,87
构成,87
统计数据,87
烧烤,87
中西医,87
泊苷,87
瘤体,87
几十年,87
ECOG,86
调控,86
汇总,86
脑水肿,86
注射液,86
剩余,86
办理,86
腰椎,86
109,86
发挥作用,86
损失,86
极少,86
明显增加,86
毛细血管,86
主动脉,86
极少数,86
甲沟炎,86
减弱,86
patients,86
注入,85
多发性,85
已知,85
不久,85
Thorac,85
两大类,85
手机,85
35%,85
前景,85
永久,85
ESMO,85
肠内,85
因人而异,85
不大,85
形状,85
不仅仅,85
发育,85
专科医生,85
矿物质,85
高晓方,85
瘤样,85
将会,84
用量,84
儿童,84
2000,84
老先生,84
主动脉弓,84
Oncology,84
又称,84
豆制品,84
管腔,84
明天,84
目前为止,84
阿帕替,84
农村,84
Pembrolizumab,84
一份,83
成年人,83
列为,83
止咳,83
广东省,83
Cell,83
大规模,83
挂号,83
接诊,83
终于,83
照片,83
动作,83
67,83
身边,83
囊肿,83
声带,83
南方,83
工业,83
最小,83
全程,83
个别,83
分辨,83
笔者,83
食材,83
蛋白尿,83
分组,82
本质,82
恐慌,82
一看,82
存活率,82
一大,82
on,82
图文,82
营养状况,82
靶区,82
胶囊,82
器械,82
多长时间,82
达拉,82
亦可,82
各项,82
色变,82
蔬菜水果,82
后线,82
四肢,82
培美曲赛,82
体会,82
熟悉,82
记住,82
彩超,82
非鳞状,82
腹胀,82
外周血,82
胰腺,82
推广,81
印象,81
禁忌证,81
阿特,81
MDT,81
显得,81
病历,81
检验,81
商品,81
年版,81
心脑血管,81
脑脊液,81
化学物质,81
繁殖,81
把握,81
梗阻,81
散步,81
该药,81
偏方,81
喝汤,81
病死率,81
肥大,81
算是,80
偶然,80
MPLC,80
工具,80
篇文章,80
终止,80
易于,80
如果说,80
获得性,80
残余,80
稍微,80
子女,80
胃镜,80
原则上,80
取样,80
诊断率,80
达克,80
植物,80
大出血,80
95,79
PACIFIC,79
早上,79
陪伴,79
阿姨,79
认真,79
性病变,79
诱因,79
理由,79
这方面,79
初次,79
政策,79
临床经验,79
果汁,79
谷物,79
药都,79
这点,79
专家门诊,79
目录,79
电脑,79
IA1,79
四种,79
厉害,79
春节,79
模型,79
苹果,79
首要,79
静脉注射,79
总的来说,79
养成,79
从不,79
nivolumab,79
适形,79
尤为重要,78
很长,78
共有,78
发达国家,78
原本,78
显然,78
两类,78
前体,78
糖类,78
同行,78
磷酸酶,78
骨头,78
本次,78
内心,78
博士,78
大脑,78
性生活,78
少食,78
病毒感染,78
吡咯,78
纠正,78
分辨率,78
阿司匹林,78
高温,78
GRADE,78
NVB,78
最多,77
18%,77
持久,77
思路,77
高风险,77
热点,77
头像,77
4cm,77
受侵,77
观念,77
7%,77
Nivolumab,77
迹象,77
ProGRP,77
查房,77
看来,77
需不需要,77
严重者,77
气急,77
供应,77
据统计,77
忽略,77
烹调,77
牛肉,77
袖状,77
疑似,77
45%,76
丢失,76
演变,76
产品,76
分离,76
之类,76
碰到,76
很差,76
海鲜,76
易感,76
分会,76
偶尔,76
萝卜,76
危重症,76
基底,76
结局,76
饮用,76
步骤,76
鸡肉,76
亚裔,76
介导,76
医学中心,76
直肠,76
EB,76
乳房,76
凝固,76
种子,76
大爷,76
麻痹,76
浏览器,76
突变率,75
治病,75
较晚,75
培养,75
要说,75
看着,75
CTR,75
心外科,75
10mm,75
参考文献,75
doi,75
不论是,75
未知,75
从中,75
一次性,75
练习,75
面积,75
所示,75
有望,75
未见,75
溶解,75
三甲,75
视野,75
间接,75
张鹏,75
核心,75
包年,75
咳出,75
造影剂,75
好比,75
青年,75
血液学,75
重组,75
CA72,75
抑制作用,74
样子,74
抗感染,74
呼吸衰竭,74
终末期,74
先行,74
移植,74
不可避免,74
宣传,74
or,74
达芬奇,74
动力,74
血性,74
膨胀,74
路径,74
先后,74
便宜,74
排便,74
促使,74
香菇,74
再有,74
结肠,74
International,74
2B,74
何种,73
上海交通大学,73
TP53,73
次要,73
居多,73
加以,73
潜力,73
自主,73
收到,73
半个,73
展示,73
拍片子,73
C797S,73
无创,73
说话,73
卫生,73
没法,73
皮质,73
非尼,73
125,73
准确率,73
中山,73
不变,73
与否,73
180,73
微信,73
全麻,73
累积,73
阴阳,73
每半年,73
发出,73
患侧,73
通畅,73
上下,73
多餐,73
手指,73
切割,73
150,73
参考值,73
体液,73
眼睛,73
类固醇,73
16%,72
推测,72
思考,72
保持良好,72
1.0,72
逆转,72
不利于,72
原创,72
对此,72
高压,72
胡萝卜素,72
缝合,72
记得,72
临近,72
肺栓塞,72
沟瘤,72
残端,72
降到,72
放入,72
SRS,72
程吕欢,72
0.001,71
标志,71
要么,71
易感性,71
深度,71
继发性,71
从来,71
产物,71
解除,71
曲美替,71
调强,71
游离,71
定量,71
RECIST,71
羊肉,71
饮水,71
国立,71
大学,71
亚硝酸盐,71
背痛,71
箭头,71
造血,71
同意,71
现状,71
卡博替,71
主持人,71
Ia,71
胰腺炎,71
三大,71
无疑,71
蛋类,71
丰度,71
机器,71
适度,71
致命,70
缺少,70
镜下,70
寻求,70
细致,70
74,70
胸廓,70
抵抗,70
添加,70
标签,70
几次,70
留下,70
间断,70
食道癌,70
总数,70
250,70
两项,70
坚果,70
P53,70
PCI,70
实质性,70
联用,70
激光,70
KPS,70
SUV,70
irAE,70
有益,69
免费,69
代偿,69
感染性,69
禁食,69
主治医生,69
毫克,69
圆形,69
一层,69
妇科,69
酸盐,69
1000,69
讲究,69
碳水化合物,69
主食,69
腔镜,69
行走,69
依次,69
年数,69
多方面,69
多样化,69
乃至,69
吸氧,69
电离辐射,69
T1a,69
计数,69
消息,69
幽门,69
VEGFR,69
北京大学,69
手术室,69
只会,69
双盲,68
相较,68
相关检查,68
气腔,68
卵巢,68
120,68
呛咳,68
粘液,68
发射,68
Med,68
创造,68
胸透,68
心理压力,68
随便,68
其余,68
胃泌素,68
加剧,68
双膦,68
你们,68
麻木,68
协和医院,68
苯并芘,68
研究所,68
普利,68
著名,68
新一代,68
常说,68
药是,68
血红蛋白,68
切取,68
递交,67
疑惑,67
回顾,67
周一,67
看上去,67
包块,67
放置,67
右下,67
听听,67
AE,67
胸骨,67
成员,67
高效,67
日益,67
消化吸收,67
水分,67
各种各样,67
常有,67
气血,67
扶正,67
色素,67
甲基化,67
分割,67
回流,67
肺大泡,67
胰岛素,67
家住,66
55%,66
辅以,66
霍奇金,66
住院治疗,66
中医药大学,66
老师,66
收集,66
难受,66
广谱,66
一倍,66
劳累,66
CA19,66
CTC,66
平面,66
最合适,66
第二天,66
核酸,66
英国,66
补品,66
白色,66
33%,66
年度,66
普通人,66
灭活,66
原研药,66
王先生,65
配体,65
一段,65
理性,65
施行,65
今后,65
乙肝,65
听从,65
额外,65
氧气,65
同事,65
长达,65
正电子,65
越长,65
先前,65
河北省,65
耐心,65
化验单,65
换句话说,65
此次,65
提问,65
燃烧,65
小心,65
提高警惕,65
武器,65
透明,65
山药,65
室外,65
肝细胞,65
死因,65
光滑,65
每隔,65
董晓荣,65
过敏反应,65
1A,65
隐瞒,65
细胞因子,65
抗凝,65
carcinoma,64
实体肿瘤,64
采样,64
外院,64
分成,64
间隔时间,64
真是,64
替尼是,64
粉尘,64
失眠,64
教育,64
环境因素,64
再行,64
难治性,64
年间,64
由此可见,64
预示,64
等级,64
实用,64
过分,64
相互作用,64
塞瑞替,64
一块,64
主刀,64
92%,64
渗出,64
离开,64
早晚,64
主流,64
灵芝,64
高热量,64
萎缩,64
轻易,64
医学界,64
差距,64
雌激素,64
头疼,64
胆红素,64
减低,63
与其,63
灌注,63
升级,63
充满,63
雾化,63
个性化,63
内科医生,63
血供,63
最大化,63
划分,63
历史,63
消炎,63
酸性,63
截止,63
5.2,63
流行,63
通道,63
远端,63
英文,63
二级,63
加热,63
海参,63
一根,63
堵塞,63
以下几点,63
胸腺,63
取出,63
病期,63
改为,63
三期,63
数年,63
增粗,63
那里,63
处在,63
EC,63
胡萝卜,63
Clin,63
如肺,63
脂肪酸,63
印度,63
不止,62
占据,62
数月,62
受限,62
正好,62
不算,62
血管瘤,62
组为,62
名称,62
担忧,62
BAC,62
规定,62
不停,62
大体,62
皮肤癌,62
得知,62
这句,62
医疗机构,62
作出,62
CNS,62
围术期,62
知名,62
逃逸,62
咱们,62
互相,62
比较严重,62
致癌性,62
失调,62
纹理,62
致死,62
NK,62
冠脉,62
汽车,62
细胞毒,62
T2a,62
Ib,62
生理盐水,62
大大提高,62
真实世界,61
不得,61
年轻化,61
一款,61
天气,61
三维重建,61
血痰,61
神奇,61
完美,61
一早,61
看不到,61
周内,61
测试,61
打破,61
审批,61
同服,61
而定,61
涂抹,61
不适感,61
利尿,61
宫颈,61
生病,61
视力,61
壁层,61
IIIa,61
各大,60
72,60
男士,60
发过来,60
福音,60
69,60
骨科,60
混杂,60
定论,60
许可,60
哪种,60
心律失常,60
登记,60
哮喘,60
或者说,60
进程,60
承担,60
奇迹,60
轻松,60
地说,60
一件,60
永远,60
PCR,60
随餐,60
丈夫,60
普查,60
进来,60
第五,60
各自,60
市场,60
开启,60
毒素,60
百合,60
mL,60
大蒜,60
三天,60
爆发,60
纳武,60
糖蛋白,60
再用,60
后果,60
瘢痕,60
腋窝,60
庆丰,60
组和,59
专科医院,59
看待,59
Meta,59
p53,59
染色体,59
照顾,59
经验丰富,59
Non,59
十几年,59
体重减轻,59
线片,59
放射性核素,59
前两天,59
隐痛,59
药效,59
饭后,59
去除,59
炒菜,59
疤痕,59
本品,59
脱水,59
BMI,59
健康状况,59
Atezolizumab,59
主观,59
小结,59
欠佳,59
囊性,59
SRT,59
分解,59
白天,59
恶液,59
EML4,59
兴趣,58
癌痛,58
清醒,58
机械,58
查看,58
严密,58
Clinical,58
公分,58
互联网,58
太大,58
处方,58
间皮瘤,58
举个,58
不小,58
同一个,58
ALT,58
禁止,58
时要,58
吻合,58
M1,58
一把,58
透视,58
福建省,58
两点,58
尽量少,58
关联,58
传染性,58
漱口,58
全新,58
葡萄,58
不同于,58
结肠炎,58
超出,58
交感神经,58
变小,58
Keytruda,58
众所周知,57
样本量,57
王晟广,57
窒息,57
及时处理,57
打电话,57
The,57
年纪,57
复诊,57
抗癌药,57
人口,57
12%,57
整理,57
600,57
慢阻,57
有脑,57
石蜡,57
摘要,57
张洁霞,57
补服,57
